pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
60334,"QB","31","31","525d","CDI","O","P","ct_8",956,"tr_4"
60342,"GZ","28","28","634c","CDI","O","C","ct_9",1540,"tr_2"
60354,"HZ","13","13","641a","CDI","O","C","ct_9",1878,"tr_1"
60356,"GZ","93","93","554e","CDI","O","C","ct_9",778,"tr_5"
60364,"OZ","80","80","563b","CDI","O","P","ct_2",1654,"tr_6"
60373,"GZ","87","87","554b","CDI","O","C","ct_9",1597,"tr_4"
60384,"QB","83","83","525d","CDI","O","P","ct_9",840,"tr_4"
60395,"GZ","06","06","553c","CDI","O","P","ct_9",762,"tr_4"
60397,"FZ","44","44","481b","CDI","O","C","ct_9",954,"tr_3"
60413,"HZ","44","44","641b","CDI","O","C","ct_9",1548,"tr_6"
60425,"NZ","13","13","486d","CDI","O","C","ct_9",1872,"tr_6"
60427,"CA","30","30","477b","CDI","O","C","ct_9",1847,"tr_6"
60446,"OZ","84","84","563a","AUT","O","C","ct_2",1972,"tr_6"
60453,"QA","31","31","632k","AUT","O","C","ct_3",1820,"tr_6"
60480,"FZ","69","69","462e","CDI","O","C","ct_9",1820,"tr_1"
60482,"CL","77","78","474c","CDI","O","C","ct_9",1872,"tr_6"
60501,"CL","59","59","673c","CDI","O","C","ct_9",1541,"tr_6"
60503,"QB","09","09","525d","CDD","O","C","ct_3",1820,"tr_5"
60505,"QA","38","38","432d","CDI","O","C","ct_8",1323,"tr_2"
60509,"MB","04","13","342g","CDI","O","C","ct_5",2080,"tr_6"
60513,"QB","60","60","525d","CDI","O","C","ct_8",1820,"tr_3"
60514,"QB","92","92","525d","AUT","O","C","ct_3",2080,"tr_5"
60519,"QA","30","30","451h","CDI","O","P","ct_9",1651,"tr_4"
60535,"OZ","61","61","524c","CDI","O","N",NA,277,NA
60541,"JC","44","92","473c","CDI","O","C","ct_9",845,"tr_6"
60545,"QB","44","44","526d","CDI","O","P","ct_8",1127,"tr_4"
60548,"GZ","02","02","433d","CDI","O","C","ct_9",1793,"tr_1"
60550,"QA","52","52","525d","CDI","O","C","ct_9",1820,"tr_4"
60562,"NZ","30","30","376c","CDI","O","C","ct_9",1797,"tr_1"
60598,"NZ","79","33","684a","CDI","O","P","ct_9",1600,"tr_6"
60604,"QB","62","62","526a","CDI","O","C","ct_8",531,"tr_3"
60607,"NZ","91","94","534a","CDI","O","C","ct_9",3000,"tr_6"
60618,"CA","79","79","484a","CDI","O","C","ct_9",1871,"tr_6"
60623,"IZ","44","44","561e","CDI","O","P","ct_9",1125,"tr_2"
60626,"PZ","38","38","524b","CDI","O","C",NA,164,NA
60638,"IZ","77","75","488a","CDI","O","C","ct_9",1684,"tr_6"
60643,"GZ","42","42","463c","CDI","O","C","ct_9",1784,"tr_1"
60648,"KZ",NA,NA,"376d","CDI","O","C","ct_9",1944,"tr_1"
60652,"OZ","57","57","545d","CDI","O","P","ct_8",1214,"tr_5"
60655,"OZ","86","86","524c","CDI","O","P","ct_2",143,"tr_4"
60658,"SZ","05","05","435b","CDI","O","C","ct_8",1459,"tr_3"
60661,"IZ","10","10","488b","CDI","O","C","ct_9",1340,"tr_5"
60663,"HZ","49","35","643a","CDI","O","P","ct_9",1232,"tr_5"
60678,"MA","75","75","461b","CDI","O","C","ct_9",1820,"tr_1"
60689,"NZ","31","31","684a","CDI","O","P","ct_9",2532,"tr_1"
60700,"QA","91","92","526c","CDI","O","C","ct_8",1152,"tr_5"
60706,"QB","93","75","526a","CDI","O","C","ct_8",1712,"tr_6"
60712,"QA","78","75","542a","CDI","O","C","ct_8",1443,"tr_6"
60715,"SZ","68","68","435b","CDI","O","C","ct_8",1568,"tr_1"
60718,"OZ","87","87","545d","CDI","O","P","ct_8",1597,"tr_6"
60724,"QA","63","63","431f","CDI","O","C","ct_8",1820,"tr_6"
60731,"QA","91","91","526c","AUT","O","C","ct_3",1819,"tr_6"
60733,"CA","22","35","674b","CDI","O","C","ct_9",1771,"tr_4"
60743,"HZ","01","01","641a","CDI","O","C","ct_9",1820,"tr_3"
60753,"KZ","34","33","467a","CDI","O","C","ct_9",759,"tr_2"
60760,"QB","17","17","434c","CDI","O","C","ct_8",1820,"tr_4"
60765,"CM","37","37","628a","CDI","O","C","ct_9",2151,"tr_6"
60784,"NZ","95","93","534a","CDI","O","P","ct_9",708,"tr_5"
60785,"QB","34","11","525d","CDI","O","C","ct_9",1820,"tr_4"
60799,"GZ","90","90","554e","CDI","O","P","ct_9",703,"tr_1"
60805,"MA","38","38","373d","CDI","O","P","ct_9",1323,"tr_1"
60813,"NZ","36","94","534a","CDI","O","C","ct_9",1851,"tr_6"
60814,"HZ","78","78","451a","CDI","O","C","ct_9",1822,"tr_3"
60820,"QB","17","17","526a","CDI","O","P",NA,168,NA
60835,"MA","59","59","387d","CDI","O","C","ct_9",2036,"tr_4"
60866,"HZ","78","91","641b","CDI","O","C",NA,382,NA
60868,"QB","51","51","563a","CDI","O","N","ct_7",3000,"tr_1"
60875,"NZ","34","34","691d","AUT","X","C","ct_8",829,"tr_3"
60882,"HZ","02","02","451a","CDI","O","C","ct_9",1921,"tr_5"
60886,"FZ","94","95","632a","CDI","O","C","ct_9",1564,"tr_5"
60888,"QB","62","62","563b","CDI","O","P","ct_8",1355,"tr_6"
60890,"CC","72","72","675c","CDI","O","C","ct_9",1472,"tr_2"
60901,"PZ","70","21","422c","CDI","O","P","ct_8",975,"tr_1"
60911,"JB","37","37","554g","AUT","O","P","ct_9",965,"tr_6"
60912,"MA","93","92","372b","CDI","O","C","ct_9",1677,"tr_6"
60913,"CH","86","86","676a","CDI","O","C","ct_9",1813,"tr_3"
60923,"MA","59","59","382d","CDI","O","C","ct_9",1799,"tr_3"
60924,"OZ","13","13","523c","AUT","O","C","ct_2",1819,"tr_6"
60934,"QB","56","56","525d","CDI","O","C","ct_3",1819,"tr_6"
60959,"IZ","60","78","636d","CDI","O","C","ct_9",1360,"tr_1"
60968,"QA","06","06","526a","CDI","O","C","ct_9",1915,"tr_6"
60975,"SZ","30","69","441b","CDI","O","N","ct_8",700,"tr_5"
60992,"QA","33","33","431a","CDI","O","P","ct_9",2844,"tr_6"
61008,"RZ","75","75","524b","CDI","O","C","ct_1",1814,"tr_6"
61010,"QB","75","75","526d","CDI","O","P","ct_8",734,"tr_3"
61013,"HZ","33","33","477b","CDI","O","C","ct_9",2200,"tr_3"
61014,"QB","24","24","563a","CDI","O","N","ct_7",3000,"tr_1"
61020,"DZ","72","72","431f","CDI","O","C","ct_9",1667,"tr_3"
61029,"OZ","83","83","526d","CDI","O","C","ct_8",958,"tr_4"
61030,"SZ","69","69","526c","CDI","O","P","ct_8",811,"tr_3"
61036,"QB","89","89","432d","CDI","O","C","ct_8",1971,"tr_3"
61046,"QA","40","40","526b","CDI","O","C","ct_9",1681,"tr_1"
61060,"GZ","38","38","551a","CDI","O","C","ct_9",1654,"tr_3"
61061,"IZ","34","34","561d","CDI","O","P","ct_9",724,"tr_3"
61074,"QB","21","21","526a","CDI","O","C","ct_9",1913,"tr_4"
61082,"FZ","03","03","632j","CDI","O","C","ct_9",1620,"tr_2"
61122,"GZ","57","57","553c","CDI","O","C","ct_9",1820,"tr_5"
61123,"HZ","86","86","451a","CDI","O","P","ct_9",1274,"tr_3"
61125,"MC","77","93","464a","CDI","O","C","ct_9",910,"tr_0"
61127,"CH","86","86","673c","CDI","O","C","ct_9",1432,"tr_3"
61129,"CL","68","68","673c","CDI","O","C","ct_9",1539,"tr_6"
61133,"QA","44","44","526e","CDI","O","C",NA,180,NA
61141,"OZ","32","32","523c","AUT","O","C","ct_2",1822,"tr_3"
61142,"FZ","45","45","621c","CDI","O","C","ct_9",1192,"tr_3"
61146,"QB","63","63","525d","CDI","O","C","ct_8",2390,"tr_3"
61149,"LZ","30","30","632k","CDI","O","C","ct_5",1820,"tr_5"
61194,"CG","76","76","653a","CDI","O","P","ct_9",910,"tr_5"
61200,"NZ","46","19","541d","CDI","O","C","ct_9",1316,"tr_6"
61208,"QA","34","34","526e","CDI","O","C","ct_9",1033,"tr_2"
61213,"HZ","95","77","641a","CDI","O","C","ct_9",1214,"tr_3"
61227,"CI","84","13","653a","CDI","O","C","ct_9",1739,"tr_5"
61233,"HZ","85","85","641a","CDI","O","C","ct_9",2052,"tr_5"
61241,"QB","77","77","563a","CDI","O","N","ct_7",3000,"tr_1"
61282,"PZ","51","10","333e","CDI","O","C","ct_1",1820,"tr_6"
61297,"PZ","61","61","543b","CDI","O","P","ct_8",1295,"tr_5"
61317,"NZ",NA,NA,"534a","CDI","O","C","ct_9",1873,"tr_2"
61318,"GZ","92","93","344d","CDI","O","C","ct_6",1708,"tr_2"
61319,"QB","59","59","526d","CDI","O","C","ct_8",1083,"tr_5"
61322,"QA","59","59","333f","CDI","O","C","ct_3",1819,"tr_6"
61337,"NZ",NA,NA,"534a","CDI","O","C","ct_9",1331,"tr_5"
61344,"NZ","95","95","676c","TTP","O","N","ct_9",957,"tr_2"
61346,"GZ","43","15","634c","CDI","O","C","ct_9",453,"tr_2"
61348,"NZ","78","92","373d","CDI","O","C","ct_9",1820,"tr_5"
61349,"QB","92","92","563b","CDI","O","P","ct_9",1661,"tr_5"
61366,"QB","76","76","632k","CDI","O","C","ct_8",1820,"tr_4"
61375,"OZ","69","69","524b","TOA","O","P","ct_1",273,"tr_6"
61380,"CH","89","89","628c","CDI","O","C","ct_9",1694,"tr_3"
61388,"QB","22","22","675c","CDI","O","C","ct_8",1806,"tr_4"
61408,"IZ","27","27","561d","CDI","O","C",NA,441,NA
61435,"KZ","82","46","545c","CDI","O","C","ct_8",1817,"tr_1"
61440,"CK","26","26","474c","CDI","O","C","ct_9",292,"tr_3"
61442,"OZ","94","94","523c","AUT","O","C","ct_2",1820,"tr_6"
61447,"QB","59","59","526d","CDI","O","P","ct_8",910,"tr_4"
61449,"HZ","01","01","676c","CDI","O","C","ct_9",1991,"tr_6"
61459,"CE","07","07","652a","CDI","O","P","ct_9",1789,"tr_5"
61464,"MA","27","27","534a","CDI","O","C","ct_9",2091,"tr_6"
61467,"IZ","69","69","488b","CDI","O","C","ct_9",304,"tr_5"
61469,"QB","83","83","563b","CDI","O","P","ct_9",872,"tr_5"
61492,"QB","61","61","526a","CDI","O","P","ct_8",896,"tr_3"
61495,"QA","60","95","543b","CDI","O","C","ct_9",397,"tr_5"
61496,"GZ","49","49","433d","CDI","O","C",NA,741,NA
61501,"KZ","75","75","461b","CDI","O","C","ct_9",607,"tr_6"
61506,"CL","69","69","477a","CDI","O","C","ct_9",1303,"tr_6"
61517,"CA","93","75","636c","CDI","O","C","ct_9",919,"tr_2"
61533,"NZ","95","94","684a","CDI","O","P","ct_9",1702,"tr_6"
61555,"FZ","91","91","641a","CDI","O","C","ct_9",1008,"tr_2"
61562,"GZ","59","59","634c","CDI","O","P","ct_9",753,"tr_2"
61571,"CB","93","75","386e","CDI","O","C","ct_9",1035,"tr_1"
61580,"QB","25","25","563a","CDI","O","N","ct_7",3000,"tr_1"
61609,"LZ","08","08","376g","CDI","O","C","ct_5",910,"tr_5"
61626,"NZ","13","13","534a","CDI","O","C",NA,238,"tr_1"
61640,"KZ","15","15","545b","CDI","O","C","ct_9",1820,"tr_6"
61651,"DZ",NA,NA,"477c","CDI","O","C","ct_9",876,"tr_5"
61654,"RZ","95","93","637c","CDD","O","N","ct_9",191,"tr_2"
61657,"CL","25","25","673c","CDI","O","C","ct_9",1385,"tr_6"
61668,"CH","69","69","474b","CDI","O","C","ct_9",1834,"tr_6"
61678,"FZ",NA,NA,"632a","CDI","O","C","ct_9",152,"tr_1"
61684,"LZ","40","40","552a","CDI","O","C","ct_9",1820,"tr_4"
61687,"HZ","26","26","641b","CDI","O","C","ct_9",984,"tr_6"
61709,"SZ","88","88","354c","CDI","O","C","ct_8",156,"tr_1"
61711,"CA","41","41","625d","CDI","O","C","ct_9",304,"tr_6"
61720,"HZ","44","44","546c","CDI","O","C","ct_9",1547,"tr_4"
61727,"NZ","77","77","534a","CDI","O","P","ct_9",1354,"tr_1"
61739,"QA","94","94","526e","CDI","O","C","ct_9",1631,"tr_3"
61744,"QB","48","48","628g","CDI","O","C","ct_8",1651,"tr_5"
61755,"PZ","29","29","525b","CDI","O","P","ct_8",1630,"tr_5"
61761,"JA","35","29","352a","CDI","O","N","ct_9",340,"tr_1"
61772,"HZ","44","44","641b","CDI","O","C","ct_9",1129,"tr_4"
61774,"OZ","56","29","333e","CDI","O","C","ct_1",1843,"tr_3"
61793,"QA","38","38","434b","CDI","O","P","ct_8",546,"tr_6"
61832,"QB","82","82","563b","AUT","X","P","ct_8",841,"tr_5"
61839,"QB","60","60","676e","AUT","O","C","ct_8",1820,"tr_6"
61844,"PZ","75","75","422c","CDI","O","C",NA,148,NA
61851,"IZ","33","33","632k","CDI","O","P","ct_9",1055,"tr_2"
61868,"FZ","54","54","382d","CDI","O","C","ct_9",1715,"tr_5"
61872,"CG","45","45","674a","CDI","O","C","ct_9",1749,"tr_6"
61881,"GZ","67","67","676c","CDI","O","C","ct_9",1647,"tr_3"
61882,"AZ","22","22","691c","CDI","O","C",NA,171,NA
61888,"CL","92","75","371a","CDI","O","C","ct_9",1906,"tr_6"
61890,"NZ","56","56","634c","TTP","O","N","ct_9",206,"tr_1"
61895,"MA","69","94","461f","CDI","O","C","ct_9",1399,"tr_6"
61896,"RZ","66","66","354b","CDI","O","C",NA,168,NA
61899,"QB","92","92","526a","AUT","O","C","ct_3",2647,"tr_6"
61910,"JC","75","77","333e","CDI","O","C","ct_1",1820,"tr_5"
61913,"QA","67","67","526a","CDI","O","C","ct_8",1733,"tr_6"
61917,"OZ","64","64","524c","CDI","O","C",NA,138,NA
61924,"IZ","75","75","554h","CDI","O","P","ct_6",573,"tr_1"
61934,"CH","80","80","676a","CDI","O","C","ct_9",1771,"tr_2"
61973,"HZ","14","14","652a","CDI","O","C","ct_9",1752,"tr_3"
61974,"NZ","59","59","684a","CDI","O","P","ct_9",894,"tr_3"
61981,"OZ",NA,NA,"563b","AUT","O","C","ct_2",2644,"tr_6"
61989,"FZ","86","86","621d","CDI","O","C","ct_9",1445,"tr_3"
61991,"QA","75","78","526b","CDI","O","P","ct_9",517,"tr_1"
62000,"TZ","94","94","563c","CDI","O","C",NA,1719,NA
62001,"QA","93","93","526a","CDI","O","C","ct_9",2179,"tr_5"
62010,"CM","10","10","635a","CDI","O","C","ct_9",1565,"tr_6"
62025,"QB","69","69","526a","CDI","O","C","ct_8",1982,"tr_4"
62031,"PZ","13","13","341a","CDI","O","C","ct_8",1820,"tr_4"
62057,"QB","44","44","524c","AUT","X","P","ct_2",1144,"tr_5"
62060,"CG","30","30","674a","CDI","O","C","ct_9",1856,"tr_3"
62065,"IZ","58","78","542a","CDI","O","C","ct_9",1027,"tr_5"
62084,"SZ","93","93","423b","CDI","O","C","ct_8",1754,"tr_4"
62091,"GZ","05","05","634c","CDI","O","P","ct_9",1324,"tr_1"
62109,"IZ","75","75","636d","CDI","O","C","ct_9",958,"tr_4"
62116,"GZ","57","57","543b","CDI","O","P","ct_9",1106,"tr_1"
62128,"OZ","18","18","523c","AUT","O","C","ct_2",1820,"tr_6"
62147,"CG","71","71","625c","CDI","O","C","ct_9",2005,"tr_6"
62149,"QB","09","09","563a","AUT","O","C","ct_2",1820,"tr_5"
62155,"KZ","25","25","461c","CDI","O","C","ct_9",1277,"tr_1"
62164,"QB","74","74","685a","CDI","O","P","ct_8",805,"tr_5"
62166,"PZ","57","57","525b","CDI","O","C","ct_1",2412,"tr_6"
62173,"LZ","65","65","684a","CDI","O","C","ct_5",1673,"tr_4"
62174,"AZ","29","29","692a","TOA","O","C","ct_9",934,"tr_2"
62205,"QB","82","82","563b","AUT","X","P","ct_8",841,"tr_5"
62213,"LZ","01","71","376g","AUT","O","C","ct_9",803,"tr_1"
62223,"QB","35","35","563b","AUT","O","C",NA,478,NA
62245,"NZ","42","42","684a","CDI","O","P","ct_9",1758,"tr_5"
62251,"MA","69","69","342f","CDI","O","C","ct_9",1523,"tr_1"
62253,"QB","91","91","526a","CDI","O","P","ct_9",1077,"tr_4"
62276,"QA","50","50","525d","CDI","O","C","ct_9",1820,"tr_4"
62283,"GZ","38","69","643a","CDI","O","C","ct_9",397,"tr_4"
62293,"CB","71","71","485b","CDI","O","C","ct_9",1686,"tr_5"
62305,"CE","27","27","625c","CDI","O","C","ct_9",1573,"tr_5"
62308,"OZ","75","75","461f","CDI","O","P","ct_8",1092,"tr_6"
62311,"HZ","12","12","526e","CDI","O","C","ct_9",1572,"tr_2"
62313,"IZ","89","89","632k","CDI","O","P","ct_9",867,"tr_2"
62329,"CL","14","14","384a","CDI","O","C","ct_9",1700,"tr_6"
62333,"CE","56","56","461f","CDI","O","C","ct_9",1852,"tr_5"
62338,"PZ","95","93","341a","CDI","O","P","ct_8",515,"tr_4"
62340,"HZ","31","31","641b","CDI","O","P","ct_9",2093,"tr_3"
62344,"KZ","14","14","467c","CDI","O","C","ct_8",1820,"tr_1"
62354,"QB","63","63","676e","AUT","O","P","ct_8",1335,"tr_5"
62359,"CG","56","56","653a","CDI","O","C","ct_9",162,"tr_5"
62384,"KZ","77","75","545c","CDI","O","C","ct_8",1496,"tr_3"
62386,"NZ","91","92","462e","CDI","O","C","ct_9",1820,"tr_6"
62388,"DZ","09","09","461f","CDI","O","C","ct_9",1771,"tr_3"
62394,"MA","35","35","461d","CDI","O","C","ct_9",1627,"tr_1"
62400,"OZ","22","22","431a","AUT","O","C","ct_2",1820,"tr_6"
62411,"FZ","72","72","682a","CDI","O","C","ct_9",927,"tr_4"
62416,"FZ","33","33","481b","CDI","O","C","ct_9",1820,"tr_2"
62442,"FZ","78","78","623e","CDI","O","C","ct_9",1241,"tr_3"
62473,"CG","29","29","626a","CDI","O","C","ct_9",1731,"tr_2"
62481,"FZ","48","48","621a","CDI","O","C","ct_9",1729,"tr_5"
62484,"TZ","24","24","563c","CDD","O","C",NA,925,NA
62506,"QB","02","02","526c","CDI","O","C","ct_8",1571,"tr_1"
62512,"HZ","22","22","641b","CDI","O","C","ct_9",895,"tr_2"
62514,"GZ","67","67","554e","CDI","O","P","ct_9",285,"tr_1"
62518,"RZ","49","49","424a","CDI","O","P","ct_8",1017,"tr_1"
62520,"TZ","67","67","563c","CDI","O","C",NA,1040,NA
62551,"DZ","01","69","387a","CDI","O","C","ct_9",1169,"tr_5"
62561,"PZ","14","14","525b","CDI","O","P","ct_8",841,"tr_2"
62572,"TZ","83","83","563c","CDI","O","P",NA,224,NA
62574,"GZ","39","67","463c","CDI","O","C","ct_9",1820,"tr_3"
62586,"OZ","06","06","524c","TOA","O","P","ct_2",597,"tr_6"
62588,"CH","59","59","673b","CDI","O","C","ct_9",1842,"tr_3"
62595,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
62616,"QA","13","13","526b","CDI","O","C","ct_9",1975,"tr_1"
62620,"CB","02","02","627c","CDI","O","C","ct_9",1361,"tr_5"
62624,"CA","50","50","674c","CDI","O","C","ct_9",1446,"tr_5"
62634,"GZ","85","85","552a","CDI","O","C","ct_9",305,"tr_3"
62642,"KZ","63","63","373c","CDI","O","C","ct_9",1774,"tr_1"
62646,"CM","30","71","371a","CDI","O","C","ct_9",455,"tr_6"
62655,"HZ","45","45","652a","CDI","O","C","ct_9",1820,"tr_5"
62673,"CM","30","30","385a","CDI","O","C","ct_9",1771,"tr_4"
62677,"QA","74","74","526e","CDI","O","C","ct_9",1608,"tr_4"
62690,"TZ","92","92","563a","CDI","O","N","ct_7",430,"tr_1"
62703,"CC","45","45","626c","CDI","O","C","ct_9",504,"tr_6"
62711,"CA","30","30","674b","CDI","O","C","ct_9",759,"tr_1"
62724,"QB","59","59","563a","CDI","O","N","ct_7",1110,"tr_0"
62731,"OZ","02","02","524c","CDI","O","C",NA,319,NA
62735,"CK","71","21","374d","CDI","O","C","ct_9",1820,"tr_5"
62749,"NZ","73","73","534b","CDI","O","C","ct_9",1374,"tr_3"
62751,"HZ","93","93","451a","CDI","O","C","ct_9",1820,"tr_5"
62777,"QA","91","91","526e","CDI","O","C","ct_9",1800,"tr_3"
62781,"CL","01","01","628g","CDI","O","C","ct_9",1470,"tr_5"
62787,"FZ","77","92","632f","CDI","O","C","ct_9",1617,"tr_1"
62791,"NZ","59","59","691e","AUT","X","P","ct_8",1439,"tr_5"
62799,"PZ","28","28","422e","CDD","O","P","ct_1",1034,"tr_6"
62803,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
62812,"NZ","59","59","684a","CDI","O","P","ct_9",1458,"tr_6"
62815,"OZ",NA,NA,"523c","AUT","O","C","ct_2",1820,"tr_6"
62834,"QB","85","85","525a","CDI","O","C","ct_8",1820,"tr_4"
62852,"HZ","33","33","643a","CDI","O","C","ct_9",1820,"tr_2"
62857,"JB","78","92","373b","CDI","O","C","ct_9",1606,"tr_4"
62860,"CM","95","95","543h","CDI","O","C","ct_9",1603,"tr_2"
62867,"GZ","59","59","474b","CDI","O","C","ct_9",1712,"tr_2"
62878,"IZ","85","85","488a","CDI","O","C","ct_6",1284,"tr_1"
62884,"HZ","79","79","643a","CDI","O","C","ct_9",926,"tr_5"
62891,"NZ","67","67","475a","CDI","O","C","ct_9",1782,"tr_6"
62894,"CA","13","13","652a","CDI","O","C","ct_9",1752,"tr_3"
62906,"QB","77","77","563a","CDI","O","N","ct_7",2878,"tr_0"
62919,"MA","62","62","472c","CDI","O","C","ct_9",1889,"tr_1"
62926,"FZ","73","73","461d","CDI","O","C","ct_9",1062,"tr_3"
62938,"CL","62","62","674a","CDI","O","C","ct_9",1754,"tr_3"
62961,"QA","10","10","526a","CDI","O","C",NA,140,NA
62972,"HZ","93","92","543b","CDI","O","C","ct_9",1575,"tr_5"
62973,"GZ","95","95","552a","CDI","O","P","ct_9",1512,"tr_6"
62979,"MA","51","51","543b","CDI","O","P","ct_8",1857,"tr_5"
62990,"GZ","77","75","643a","CDI","O","C","ct_9",1830,"tr_3"
62994,"QB","84","84","525d","CDD","O","P","ct_3",939,"tr_3"
63003,"NZ","68","68","675c","CDI","O","C","ct_9",1552,"tr_5"
63010,"KZ","26","31","543b","CDI","O","C","ct_5",1828,"tr_5"
63024,"NZ","66","66","691c","TOA","O","P","ct_8",524,"tr_3"
63030,"KZ","75","75","543g","CDI","O","C","ct_9",1209,"tr_3"
63042,"GZ","42","42","462b","CDI","O","C","ct_9",2040,"tr_4"
63044,"TZ","62","62","563c","CDI","O","N","ct_7",2628,"tr_1"
63059,"CM","62","59","382c","CDI","O","C","ct_9",1785,"tr_5"
63071,"CC","77","94","627f","CDI","O","C","ct_9",1071,"tr_5"
63076,"TZ","38","38","563a","CDI","O","N","ct_7",1324,"tr_1"
63088,"CH","54","54","624f","CDI","O","C","ct_9",1540,"tr_2"
63089,"QB","78","78","344b","CDI","O","P","ct_8",929,"tr_1"
63100,"CL","18","18","477b","CDI","O","C","ct_9",1835,"tr_6"
63101,"TZ","83","83","563c","CDI","O","C",NA,1299,NA
63109,"CA",NA,NA,"623a","CDI","O","C","ct_9",1314,"tr_5"
63116,"LZ","35","35","542a","CDI","O","C","ct_9",1820,"tr_5"
63121,"IZ","85","85","488a","CDI","O","C","ct_6",1284,"tr_1"
63131,"QB","44","44","525b","CDI","O","C","ct_8",1683,"tr_6"
63150,"TZ","69","69","563c","CDI","O","N","ct_7",1474,"tr_0"
63161,"PZ","49","49","435b","CDI","O","P","ct_8",1299,"tr_1"
63172,"HZ","54","57","641a","CDI","O","C","ct_9",1820,"tr_4"
63179,"PZ","56","56","341a","CDI","O","C","ct_8",1820,"tr_5"
63188,"GZ","44","44","551a","CDI","O","P","ct_9",202,"tr_6"
63189,"LZ","17","17","542a","CDI","O","P","ct_9",1677,"tr_1"
63195,"FZ","75","30","637d","CDI","O","C","ct_9",1905,"tr_2"
63231,"HZ","31","31","654b","CDI","O","C","ct_9",1888,"tr_3"
63242,"NZ","44","44","543h","TTP","O","C","ct_9",379,"tr_1"
63246,"QB","74","74","563b","CDI","O","P","ct_8",1370,"tr_3"
63247,"OZ","01","01","524c","CDI","O","C","ct_2",1061,"tr_4"
63248,"LZ","34","34","564a","CDI","O","C","ct_9",1820,"tr_3"
63258,"JC","64","64","478a","CDI","O","C","ct_9",1743,"tr_1"
63280,"NZ","42","42","684a","CDD","O","C","ct_9",1332,"tr_4"
63299,"HZ","16","16","643a","CDI","O","C",NA,152,NA
63302,"QA","45","45","526d","CDI","O","P","ct_9",1664,"tr_1"
63305,"QB","66","66","526a","CDI","O","C","ct_9",870,"tr_4"
63318,"QA","78","92","431a","CDI","O","C","ct_3",1820,"tr_6"
63331,"KZ","78","78","526b","CDI","O","C","ct_9",852,"tr_1"
63349,"GZ","60","60","543c","CDI","O","C","ct_9",1694,"tr_3"
63350,"HZ","2A","2A","486b","CDI","O","P","ct_4",144,"tr_4"
63361,"QB","41","41","525d","CDI","O","P","ct_8",759,"tr_2"
63411,"FZ","74","73","681a","CDI","O","C","ct_9",2297,"tr_1"
63424,"QB","58","58","563b","CDI","O","P","ct_8",1161,"tr_3"
63426,"GZ","80","80","463e","CDI","O","N","ct_9",1820,"tr_3"
63444,"NZ","91","91","543g","CDI","O","C","ct_9",1669,"tr_1"
63455,"QB","89","89","434a","CDI","O","C","ct_8",1820,"tr_3"
63456,"JA","2B","2B","637c","CDD","O","N","ct_9",368,"tr_1"
63465,"TZ",NA,NA,"563c","AUT","O","C",NA,302,NA
63471,"QA","11","11","526a","CDI","O","C","ct_9",1999,"tr_6"
63475,"CG","69","69","625c","CDI","O","C","ct_9",2104,"tr_3"
63504,"TZ","06","06","563c","CDI","O","C",NA,325,NA
63505,"NZ","93","93","461d","TTP","O","C","ct_9",336,"tr_0"
63510,"HZ","13","13","333c","CDI","O","C","ct_9",1820,"tr_3"
63512,"CL","60","60","624b","CDI","O","C","ct_9",1665,"tr_4"
63518,"GZ","93","94","643a","CDI","O","C","ct_9",1764,"tr_5"
63527,"QB","85","85","526a","AUT","X","C","ct_8",1103,"tr_4"
63528,"NZ","21","21","542a","CDD","O","C","ct_9",222,"tr_1"
63534,"KZ","92","92","467a","CDI","O","C","ct_9",1917,"tr_3"
63535,"HZ","35","35","676c","CDI","O","C","ct_9",628,"tr_5"
63551,"HZ","59","59","655a","CDI","O","C","ct_9",1598,"tr_3"
63572,"GZ","24","24","463c","CDI","O","C","ct_9",1316,"tr_2"
63573,"NZ","79","79","684a","CDI","O","N","ct_9",1645,"tr_3"
63581,"NZ","21","21","691d","TOA","O","P","ct_8",1566,"tr_1"
63588,"CG","35","35","485b","CDI","O","C","ct_9",1978,"tr_6"
63590,"HZ","35","35","641b","CDI","O","C","ct_9",1825,"tr_5"
63592,"QA","63","63","461f","CDI","O","P","ct_8",635,"tr_6"
63602,"QB","94","94","434a","CDI","O","C","ct_8",1909,"tr_4"
63604,"NZ","38","38","461f","CDI","O","C","ct_9",1820,"tr_6"
63614,"PZ","69","69","341a","CDI","O","C","ct_8",2420,"tr_5"
63615,"TZ","69","69","563c","CDI","O","N","ct_7",685,"tr_0"
63619,"SZ","90","90","543g","CDI","O","P","ct_8",1106,"tr_3"
63622,"KZ","91","91","467b","CDI","O","P","ct_9",1638,"tr_5"
63652,"GZ","60","60","463e","CDI","O","C","ct_9",1517,"tr_3"
63659,"JC","38","38","388a","CDI","O","C","ct_9",1800,"tr_6"
63666,"QB","68","68","563a","CDI","O","N","ct_7",3000,"tr_1"
