pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
49071,"CDI",2285,"57",NA,NA,"C","OZ","O",232,"524c"
49076,"CDI",12969,"57","ct_9","tr_3","C","QB","O",1435,"563b"
49077,"CDD",16028,"57","ct_2","tr_5","C","OZ","O",1115,"526c"
49091,"CDI",17745,"57","ct_9","tr_6","C","GZ","O",1944,"554a"
49092,"AUT",22433,"57","ct_2","tr_2","C","PZ","O",1820,"421b"
49099,"CDI",22795,"57","ct_9","tr_5","C","CG","O",1497,"626b"
49100,"CDI",18568,"57","ct_9","tr_3","C","CG","O",2020,"674a"
49101,"CDI",12579,"57","ct_8","tr_4","P","QA","O",1018,"525d"
49102,"CDI",24705,"57","ct_9","tr_4","C","FZ","O",1479,"481b"
49104,"CDI",29399,"57","ct_9","tr_6","C","CJ","O",1726,"622d"
49121,"CDI",23690,"57","ct_9","tr_4","C","CF","O",1420,"372a"
49125,"CDI",16546,"57","ct_8","tr_5","C","QB","O",1759,"563b"
49128,"CDI",26411,"57","ct_8","tr_6","C","QA","O",1820,"542a"
49129,"CDI",26870,"57","ct_9","tr_1","C","QB","O",1976,"563b"
49134,"CDI",1647,"87",NA,NA,"C","OZ","O",186,"523b"
49135,"CDD",5769,"57","ct_9","tr_1","P","IZ","O",574,"561b"
49140,"CDI",25611,"57","ct_9","tr_6","C","CH","O",2116,"673c"
49141,"CDI",16349,"57","ct_9","tr_5","C","CJ","O",1465,"626b"
49142,"CDI",22170,"57","ct_9","tr_3","C","FZ","O",1683,"623e"
49147,"CDI",17110,"57","ct_9","tr_2","C","HZ","O",1843,"641a"
49148,"CDI",16580,"57","ct_8","tr_3","P","PZ","O",910,"421b"
49151,"CDI",41612,"57","ct_9","tr_2","C","CG","O",1637,"623g"
49152,"CDI",29344,"57","ct_9","tr_1","C","GZ","O",1498,"634c"
49154,"CDI",22173,"57","ct_9","tr_4","C","CF","O",1716,"674a"
49158,"CDI",18492,"57","ct_9","tr_5","C","CK","O",1793,"673c"
49165,"CDI",39417,"57","ct_9","tr_1","P","GZ","O",1558,"344d"
49166,"AUT",6365,"57","ct_8","tr_5","C","QB","X",1813,"676a"
49168,"CDI",23238,"57","ct_9","tr_1","C","IZ","O",1901,"636d"
49171,"CDI",2047,"57","ct_9","tr_2","C","GZ","O",262,"543b"
49172,"CDD",1624,"57","ct_9","tr_1","C","GZ","O",271,"554e"
49175,"CDI",19573,"57","ct_9","tr_2","C","FZ","O",1820,"632e"
49180,"CDI",8349,"57","ct_9","tr_1","P","NZ","O",888,"543f"
49183,"CDI",26079,"57","ct_9","tr_3","C","HZ","O",1571,"466c"
49186,"CDI",29203,"57","ct_9","tr_5","C","JA","O",1820,"478c"
49187,"CDI",26841,"57","ct_9","tr_2","C","FZ","O",1654,"641a"
49202,"CDI",9602,"57","ct_8","tr_3","C","QB","O",672,"526d"
49203,"CDI",14308,"57","ct_9","tr_1","C","CA","O",1407,"554a"
49204,"CDI",29362,"57","ct_9","tr_6","C","GZ","O",1875,"462b"
49207,"CDI",15287,"57","ct_8","tr_3","C","QB","O",1625,"525d"
49209,"CDI",14770,"57","ct_6","tr_1","C","QA","O",1138,"542a"
49210,"CDD",16713,"67","ct_9","tr_4","C","QB","O",1405,"526a"
49217,"CDI",27473,"57","ct_9","tr_1","C","LZ","O",1505,"463e"
49225,"CDI",10381,"57","ct_9","tr_1","P","GZ","O",1053,"554e"
49228,"TTP",12203,"57","ct_9","tr_1","N","NZ","O",1090,"681a"
49229,"CDI",4237,"57","ct_6","tr_1","P","QA","O",550,"542a"
49232,"CDI",18220,"57","ct_9","tr_4","C","CH","O",1265,"623f"
49235,"CDI",23205,"57","ct_9","tr_5","C","MA","O",2190,"676c"
49236,"CDI",29488,"57","ct_9","tr_6","C","CH","O",1499,"475b"
49250,"CDI",48135,"57","ct_9","tr_4","C","RZ","O",1639,"564b"
49252,"CDI",29271,"91","ct_9","tr_4","C","MA","O",1820,"387d"
49253,"CDI",15369,"57","ct_9","tr_3","C","GZ","O",1554,"554h"
49255,"CDI",20202,"57","ct_9","tr_4","C","IZ","O",1284,"461f"
49257,"CDI",13902,"57","ct_9","tr_1","C","IZ","O",1322,"561c"
49260,"CDI",26733,"57","ct_9","tr_2","C","KZ","O",1972,"467a"
49263,"CDI",25213,"57","ct_4","tr_4","P","OZ","O",1014,"467d"
49274,"CDI",9697,"67","ct_9","tr_1","C","JC","O",1083,"463a"
49275,"CDI",22313,"57","ct_9","tr_2","C","IZ","O",623,"468a"
49276,"CDD",21937,"57","ct_9","tr_5","C","NZ","O",1820,"461d"
49281,"CDI",30656,"57","ct_9","tr_3","C","IZ","O",1482,"377a"
49286,"CDD",5329,"57","ct_2","tr_5","P","OZ","O",440,"524c"
49287,"CDI",19459,"57","ct_9","tr_6","P","HZ","O",1344,"546a"
49296,"CDI",11360,"57","ct_7","tr_0","N","TZ","O",739,"563c"
49297,"CDI",17897,"57","ct_9","tr_6","C","KZ","O",1820,"467a"
49301,"CDI",58008,"57","ct_9","tr_3","C","FZ","O",1820,"382a"
49305,"CDI",10775,"57","ct_9","tr_3","C","MA","O",1192,"542a"
49314,"CDI",7993,"54","ct_9","tr_1","P","GZ","O",774,"554e"
49316,"CDI",14507,"51","ct_9","tr_3","C","KZ","O",972,"467c"
49318,"CDI",9620,"57","ct_7","tr_1","N","QB","O",2600,"563a"
49322,"CDI",19715,"67","ct_9","tr_6","C","NZ","O",2175,"534a"
49323,"CDI",45829,"57","ct_9","tr_6","C","CH","O",1358,"387b"
49326,"CDI",22053,"57","ct_9","tr_1","C","KZ","O",1797,"467a"
49327,"CDI",23974,"88","ct_9","tr_6","C","HZ","O",2200,"641a"
49328,"CDI",44509,"57","ct_9","tr_5","C","QA","O",1820,"344d"
49337,"AUT",6596,"57","ct_9","tr_5","P","GZ","X",1109,"551a"
49338,"CDI",1496,"57",NA,NA,"C","OZ","O",152,"333a"
49351,"CDI",22429,"57","ct_8","tr_3","P","PZ","O",1310,"422b"
49352,"AUT",27525,"57","ct_1","tr_6","C","OZ","O",1820,"523b"
49354,"CDI",27438,"57","ct_9","tr_3","P","HZ","O",1593,"546b"
49355,"CDI",17819,"67","ct_9","tr_5","C","CG","O",1397,"637a"
49359,"CDI",11851,"57","ct_8","tr_4","C","QB","O",1820,"526a"
49360,"CDI",1046,"57",NA,"tr_1","C","NZ","O",152,"435b"
49365,"APP",3785,"57","ct_9","tr_1","C","GZ","A",607,"433d"
49367,"CDI",24740,"57","ct_9","tr_3","C","HZ","O",1829,"333c"
49368,"CDI",15864,"57","ct_9","tr_2","P","HZ","O",910,"641a"
49373,"AUT",29141,"57","ct_1","tr_5","C","PZ","O",1380,"341a"
49374,"CDI",16000,"57","ct_9","tr_1","C","FZ","O",1762,"681a"
49375,"CDI",8705,"57","ct_9","tr_5","P","NZ","O",555,"684a"
49376,"CDI",2367,"57","ct_9","tr_1","C","FZ","O",228,"632a"
49379,"CDI",53536,NA,"ct_9","tr_1","C","GZ","O",1820,"372b"
49380,"CDI",22324,"57","ct_8","tr_5","C","QB","O",1888,"525d"
49383,"AUT",26398,"57","ct_3","tr_6","C","QA","O",1830,"431f"
49385,"TTP",15945,"57","ct_9","tr_1","N","NZ","O",1262,"652a"
49395,"CDI",30300,"57","ct_9","tr_6","C","CG","O",1766,"625b"
49398,"CDI",19016,"57","ct_9","tr_1","C","CA","O",2112,"636c"
49400,"CDI",17472,"57","ct_8","tr_4","C","QB","O",1695,"434e"
49411,"CDI",8999,"57","ct_9","tr_1","C","FZ","O",1365,"681b"
49418,"CDI",30816,"57","ct_9","tr_3","N","EZ","O",1642,"374d"
49421,"CDI",17201,"57","ct_1","tr_5","P","MB","O",1443,"342g"
49422,"CDI",4983,"57",NA,NA,"C","FZ","O",351,"632j"
49424,"CDI",22847,"57","ct_9","tr_1","C","KZ","O",1397,"477b"
49436,"CDI",25938,"57","ct_8","tr_6","C","QA","O",1855,"431f"
49446,"CDI",24186,"57","ct_9","tr_4","C","CK","O",1629,"623e"
49450,"CDI",21701,"57","ct_8","tr_4","P","QB","O",1451,"434d"
49452,"CDI",15252,"55","ct_8","tr_1","C","LZ","O",1508,"542a"
49453,"CDI",10574,"57","ct_9","tr_6","C","NZ","O",1074,"534a"
49459,"CDI",33416,"54","ct_1","tr_5","C","QA","O",1806,"433a"
49474,"CDI",28203,"57","ct_8","tr_4","C","PZ","O",1820,"341a"
49475,"TTP",14661,"67","ct_9","tr_1","N","NZ","O",1188,"623e"
49478,"CDI",39483,"57","ct_9","tr_1","C","GZ","O",1502,"373c"
49481,"AUT",29256,"57","ct_3","tr_6","P","QA","O",1364,"431f"
49485,"CDI",25553,"57","ct_9","tr_6","C","CA","O",1356,"674c"
49486,"CDI",19024,"57","ct_3","tr_4","C","QB","O",1820,"632k"
49497,"TTP",13655,"57","ct_9","tr_1","N","NZ","O",966,"623f"
49498,"CDI",33518,"57","ct_9","tr_1","C","PZ","O",1550,"543g"
49500,"CDI",17259,"57","ct_9","tr_6","C","GZ","O",1826,"551a"
49502,"CDI",7168,"57","ct_9","tr_2","P","CA","O",475,"554a"
49512,"CDI",18133,"57","ct_9","tr_4","C","QA","O",1914,"525d"
49533,"CDI",22656,"54","ct_9","tr_6","C","CL","O",1469,"624f"
49536,"AUT",24273,"57","ct_2","tr_5","C","OZ","O",1839,"523c"
49538,"CDI",45513,"67","ct_9","tr_5","C","CK","O",1764,"384a"
49540,"AUT",51701,"57","ct_1","tr_5","C","PZ","O",1820,"342b"
49542,"CDI",10893,"57","ct_9","tr_6","P","NZ","O",1024,"684a"
49545,"CDI",57751,"57","ct_1","tr_6","C","OZ","O",1820,"524b"
49548,"CDI",15092,"57","ct_9","tr_2","C","HZ","O",1581,"642a"
49575,"CDI",6560,"57","ct_8","tr_6","P","QB","O",841,"563b"
49581,"CDI",29332,"57","ct_8","tr_5","C","QA","O",1868,"431f"
49593,"CDI",23978,"57","ct_9","tr_1","C","KZ","O",1920,"542a"
49595,"CDI",21677,"57","ct_9","tr_1","C","GZ","O",1899,"634a"
49599,"CDI",32280,"57","ct_8","tr_6","C","OZ","O",1962,"545d"
49603,"CDI",4336,"57","ct_9","tr_1","C","IZ","O",482,"561d"
49606,"CDI",17983,"67","ct_9","tr_1","C","GZ","O",770,"463b"
49613,"CDI",12879,"57","ct_9","tr_2","C","IZ","O",1290,"468a"
49618,"TTP",25222,"57","ct_9","tr_1","N","NZ","O",1658,"621b"
49621,"CDI",20699,"54","ct_8","tr_5","C","QB","O",1769,"628g"
49625,"CDI",40059,"57","ct_9","tr_3","C","HZ","O",1820,"333c"
49636,"CDI",1463,"57",NA,NA,"N","QA","O",135,"523d"
49639,"CDI",25469,"57","ct_9","tr_3","C","CH","O",1538,"474c"
49642,"CDI",2182,"57","ct_9","tr_2","C","GZ","O",262,"543b"
49643,"CDI",14638,"57","ct_9","tr_2","C","IZ","O",1093,"561c"
49649,"AUT",18850,"57","ct_2","tr_6","C","OZ","O",1820,"523c"
49651,"CDI",28772,"57","ct_9","tr_3","C","CK","O",1470,"474a"
49654,"CDI",62903,"59","ct_9","tr_5","C","MB","O",1431,"387d"
49663,"CDI",18633,"57","ct_8","tr_4","C","QB","O",1522,"434f"
49671,"CDI",17477,"57","ct_8","tr_3","C","QB","O",1590,"526c"
49675,"CDD",4561,"63","ct_1","tr_6","C","PZ","O",455,"342b"
49698,"CDI",27211,"58","ct_9","tr_1","C","HZ","O",1678,"655a"
49699,"CDI",16499,"58","ct_1","tr_4","P","OZ","O",910,"461f"
49711,"CDI",55952,"21","ct_9","tr_5","C","DZ","O",1733,"372a"
49716,"CDI",24759,"58","ct_9","tr_5","C","HZ","O",1792,"628a"
49737,"CDD",16142,"58","ct_9","tr_4","C","QB","O",1458,"525d"
49749,"CDI",30892,"58","ct_9","tr_4","C","CE","O",1996,"676c"
49753,"CDI",2678,"58",NA,NA,"C","TZ","O",202,"563c"
49761,"CDI",18566,"58","ct_9","tr_4","C","CC","O",2008,"676c"
49767,"CDI",16713,"58","ct_9","tr_6","C","GZ","O",1569,"552a"
49783,"CDI",10896,"58","ct_8","tr_1","P","PZ","O",1213,"422c"
49786,"CDI",11709,"68","ct_9","tr_4","C","HZ","O",1049,"641a"
49790,"CDI",17350,"58","ct_8","tr_3","C","QB","O",1333,"434e"
49793,"CDI",8811,"58","ct_9","tr_4","C","NZ","O",513,"628g"
49799,"TTP",13615,"58","ct_9","tr_1","C","NZ","O",1266,"555a"
49800,"CDI",19014,"58","ct_8","tr_4","C","QB","O",1820,"434f"
49812,"CDI",6655,"89",NA,"tr_5","C","NZ","O",663,"681b"
49815,"CDI",7947,"58","ct_8","tr_3","C","QB","O",403,"525d"
49819,"CDI",12040,"18","ct_6","tr_1","C","FZ","O",1262,"681b"
49821,"CDI",19204,"58","ct_8","tr_4","C","QB","O",1785,"434f"
49828,"CDI",33813,"58","ct_9","tr_6","P","KZ","O",1456,"376d"
49832,"CDI",18756,"58","ct_9","tr_4","C","CC","O",2008,"676c"
49838,"APP",3333,"58","ct_6","tr_1","C","CA","A",880,"683a"
49839,"CDI",7196,"58","ct_9","tr_2","P","NZ","O",789,"684a"
49864,"CDI",23430,"58","ct_8","tr_3","C","SZ","O",1834,"542a"
49865,"CDI",2419,"54",NA,NA,"N","PZ","O",128,"423b"
49871,"CDI",13418,"58","ct_9","tr_4","C","GZ","O",1628,"682a"
49885,"CDI",30619,"58","ct_9","tr_4","C","CL","O",1111,"474c"
49886,"CDI",23020,"58","ct_9","tr_6","C","HZ","O",1820,"641a"
49903,"CDI",16798,"58","ct_9","tr_1","C","FZ","O",1673,"632d"
49908,"CDI",23117,"58","ct_9","tr_6","C","HZ","O",1820,"641a"
49911,"CDI",18596,"58","ct_9","tr_4","C","QB","O",1778,"525d"
49917,"CDI",18199,"58","ct_9","tr_4","C","CC","O",2008,"676c"
49922,"CDI",18327,"58","ct_9","tr_3","C","GZ","O",1914,"553c"
49926,"CDI",8755,"58","ct_9","tr_5","C","CA","O",344,"625f"
49932,"CDD",3240,"58","ct_8","tr_3","C","QB","O",265,"526a"
49939,"TTP",2299,"87",NA,NA,"C","OZ","O",286,"523b"
49942,"CDI",20389,"58","ct_8","tr_4","C","QB","O",1822,"526a"
49944,"CDI",18738,"58","ct_9","tr_3","C","CK","O",1658,"623a"
49951,"CDI",16902,"58","ct_9","tr_4","C","QB","O",1588,"525d"
49952,"CDI",4309,"58","ct_9","tr_1","P","GZ","O",641,"643a"
49956,"CDI",21060,"58","ct_9","tr_5","C","HZ","O",1850,"643a"
49959,"CDI",12975,"58","ct_8","tr_6","C","QB","O",1231,"563b"
49961,"TTP",26006,"58","ct_9","tr_2","C","NZ","O",1396,"626b"
49967,"CDI",45320,"58","ct_8","tr_5","C","PZ","O",1820,"341a"
49968,"CDI",17556,"58","ct_9","tr_1","C","GZ","O",1820,"543b"
49988,"CDI",35342,"58","ct_9","tr_6","C","KZ","O",1820,"467a"
49990,"CDI",21195,"59","ct_8","tr_2","C","PZ","O",1820,"542a"
49997,"CDI",35041,"59","ct_8","tr_3","C","SZ","O",1782,"388a"
49998,"CDI",30729,"59","ct_9","tr_5","C","CE","O",1826,"475a"
50011,"CDI",34713,"59","ct_9","tr_6","C","EZ","O",1820,"641a"
50012,"CDI",28297,"59","ct_9","tr_1","P","NZ","O",3000,"684a"
50015,"CDD",9707,"59","ct_9","tr_0","C","KZ","O",552,"467c"
50020,"CDI",22803,"59","ct_9","tr_3","C","FZ","O",1620,"621a"
50022,"CDI",25924,"59","ct_8","tr_2","C","PZ","O",1517,"421b"
50027,"CDI",20879,"59","ct_9","tr_4","C","GZ","O",1564,"477c"
50039,"CDI",19924,"59","ct_9","tr_3","C","FZ","O",1773,"621b"
50042,"CDI",34478,"59","ct_9","tr_5","C","CA","O",1755,"676c"
50045,"CDI",27805,"59","ct_7","tr_1","N","QB","O",3000,"563a"
50048,"CDD",4775,"59","ct_9","tr_0","P","HZ","O",540,"676b"
50059,"CDI",21090,"59","ct_8","tr_4","C","SZ","O",2028,"461b"
50064,"CDI",53483,NA,"ct_9","tr_1","C","GZ","O",1820,"463c"
50067,"CDI",33275,"59","ct_9","tr_6","C","JC","O",1820,"388a"
50075,"CDI",17714,"59","ct_9","tr_6","P","GZ","O",1392,"552a"
50079,"CDI",51681,"59","ct_9","tr_1","C","KZ","O",1820,"373d"
50080,"CDI",28090,"59","ct_9","tr_6","C","MA","O",1836,"462c"
50085,"CDI",20343,"59","ct_9","tr_3","C","GZ","O",1911,"551a"
50099,"CDI",38724,"59","ct_9","tr_6","C","NZ","O",1821,"387b"
50102,"CDI",33094,"59","ct_9","tr_6","P","HZ","O",1625,"372b"
50116,"CDD",12159,"93","ct_9","tr_4","P","NZ","O",1500,"631a"
50117,"CDI",13659,"59","ct_8","tr_6","P","QB","O",1280,"526a"
50119,"CDI",10064,"59","ct_9","tr_6","P","NZ","A",1027,"684a"
50121,"CDI",12089,"59","ct_8","tr_2","P","QA","O",439,"344b"
50129,"CDI",15934,"59","ct_9","tr_5","C","PZ","O",1072,"555a"
50130,"CDI",21849,"59","ct_9","tr_2","C","MA","O",1430,"423b"
50135,"AUT",34074,"59","ct_3","tr_6","P","QA","O",1607,"333f"
50139,"CDI",1513,"59",NA,NA,"C","GZ","O",158,"554c"
50140,"APP",21229,"59","ct_8","tr_5","C","QA","A",1824,"434d"
50141,"CDI",6168,"59","ct_1","tr_3","P","OZ","O",910,"524b"
50145,"CDI",35231,"59","ct_8","tr_6","C","PZ","O",1820,"341a"
50152,"CDI",27706,"59","ct_9","tr_6","C","CL","O",1690,"673c"
50156,"CDI",20935,"59","ct_9","tr_3","C","FZ","O",1596,"632a"
50160,"CDI",26878,"59","ct_9","tr_6","C","JC","O",1834,"388b"
50164,"AUT",8980,"59","ct_8","tr_2","P","PZ","X",1116,"525a"
50165,"CDI",19492,"28","ct_9","tr_2","C","CG","O",1117,"543f"
50166,"CDI",8515,"59","ct_9","tr_1","C","GZ","O",1430,"553c"
50170,"CDI",14990,"59","ct_9","tr_6","C","GZ","O",1269,"551a"
50178,"CDI",4188,"59","ct_9","tr_6","P","HZ","O",306,"676c"
50187,"CDI",19448,"59","ct_9","tr_3","C","CH","O",987,"674d"
50193,"CDI",28051,"59","ct_9","tr_5","C","HZ","O",1743,"466c"
50195,"CDI",3740,"59","ct_8","tr_4","C","QB","O",557,"684a"
50197,"CDI",15393,"59","ct_9","tr_5","C","KZ","O",1616,"467a"
50200,"CDI",19286,"59","ct_2","tr_5","C","OZ","O",2028,"434g"
50201,"CDI",20233,"59","ct_9","tr_6","C","HZ","O",1810,"451a"
50202,"CDI",38668,"59","ct_9","tr_5","C","JC","O",2002,"388c"
50207,"CDI",21777,"59","ct_9","tr_5","C","CK","O",1771,"623g"
50215,"CDI",21582,"59","ct_2","tr_4","C","RZ","O",1801,"524c"
50218,"AUT",30736,"59","ct_1","tr_6","C","OZ","O",1820,"472d"
50221,"CDI",7996,"59","ct_9","tr_1","P","SZ","O",800,"562b"
50224,"CDI",2687,"59",NA,"tr_6","C","NZ","O",227,"684a"
50227,"CDI",20160,"59","ct_8","tr_4","C","QB","O",1820,"526a"
50230,"CDI",14252,"59","ct_9","tr_5","C","CL","O",1553,"623g"
50231,"CDI",11285,"59","ct_9","tr_1","C","CM","O",1066,"674d"
50233,"CDI",21767,"59","ct_9","tr_1","P","KZ","O",1630,"467a"
50238,"CDI",22511,"59","ct_8","tr_5","P","OZ","O",1410,"423b"
50248,"CDI",22728,"59","ct_9","tr_4","C","HZ","O",1879,"676c"
50250,"CDI",34210,"59","ct_9","tr_1","P","QA","O",2654,"526e"
50253,"CDI",28336,"59","ct_8","tr_4","P","QB","O",1826,"432d"
50254,"CDI",17997,"59","ct_9","tr_1","C","GZ","O",1670,"643a"
50261,"CDI",10290,"59","ct_9","tr_1","C","FZ","O",1155,"681a"
50265,"CDI",17688,"59","ct_9","tr_1","C","MA","O",1360,"373c"
50274,"CDI",22592,"59","ct_3","tr_6","P","QA","O",746,"344a"
50276,"CDI",34780,"59","ct_9","tr_3","C","CH","O",1192,"463b"
50280,"CDI",13069,"59","ct_8","tr_4","C","PZ","O",1241,"422c"
50281,"TTP",2139,"59","ct_9","tr_1","C","NZ","O",252,"625g"
50292,"CDI",11592,"59","ct_9","tr_2","C","IZ","O",1118,"636d"
50308,"CDI",21909,"59","ct_9","tr_3","C","FZ","O",1764,"481a"
50315,"CDI",24643,"59","ct_9","tr_5","C","EZ","O",1834,"684b"
50320,"CDI",18067,"59","ct_9","tr_5","C","NZ","O",1742,"543g"
50322,"CDI",56000,"59","ct_8","tr_1","C","SZ","O",1407,"373d"
50327,"CDI",23082,"59","ct_8","tr_4","C","PZ","O",1820,"422d"
50329,"CDI",51634,"59","ct_1","tr_4","C","QA","O",1917,"525d"
50331,"CDI",61287,"59","ct_8","tr_6","C","QA","O",1902,"344a"
50334,"CDI",18992,"59","ct_8","tr_4","C","PZ","O",1517,"422c"
50335,"CDD",4630,"59","ct_9","tr_1","P","GZ","O",458,"554b"
50338,"CDI",23942,"59","ct_9","tr_3","C","HZ","O",1811,"451a"
50340,"AUT",19949,"59","ct_1","tr_6","C","PZ","O",1820,"434d"
50350,"APP",19934,"59","ct_8","tr_4","C","QB","A",1819,"434d"
50352,"CDI",17890,"62","ct_9","tr_5","C","HZ","O",1889,"643a"
50360,"CDI",33696,"80","ct_1","tr_5","C","MB","O",1888,"451e"
50364,"CDI",5615,"59","ct_8","tr_4","P","QB","O",551,"541c"
50367,"CDI",20571,"59","ct_8","tr_3","C","PZ","O",1820,"421b"
50372,"CDI",49148,"59","ct_9","tr_5","C","CE","O",1820,"387e"
50381,"CDI",36562,"59","ct_9","tr_3","C","GZ","O",1827,"462c"
50384,"CDI",48899,"59","ct_9","tr_5","C","JB","O",1771,"373b"
50386,"CDI",23726,"75","ct_9","tr_1","C","MC","O",1187,"462e"
50388,"CDI",22765,"59","ct_9","tr_6","C","HZ","O",1869,"451a"
50398,"CDI",44932,"92","ct_9","tr_6","C","MA","O",1965,"382c"
50408,"CDI",25040,"59","ct_9","tr_6","C","NZ","O",1833,"543g"
50411,"CDI",18218,"59","ct_9","tr_6","C","GZ","O",1882,"554c"
50416,"CDI",19159,"59","ct_9","tr_1","C","CG","O",1606,"676e"
50419,"CDI",16186,"59","ct_9","tr_4","C","IZ","O",1054,"468b"
50421,"CDI",12981,"59","ct_9","tr_1","C","GZ","O",1410,"554c"
50424,"CDI",11846,"59","ct_9","tr_6","C","PZ","O",1197,"555a"
50430,"CDI",22244,"59","ct_9","tr_6","C","CH","O",1771,"461d"
50432,"CDI",44106,"59","ct_9","tr_5","C","LZ","O",1766,"372b"
50435,"CDI",5401,"59","ct_7","tr_0","N","TZ","O",713,"563a"
50447,"TTP",4934,"59","ct_9","tr_1","N","NZ","O",419,"633a"
50457,"CDI",15973,"62","ct_9","tr_0","C","FZ","O",1062,"372c"
50460,"AUT",19559,"59","ct_2","tr_5","C","OZ","O",1831,"523c"
50469,"CDI",101295,"59","ct_9","tr_5","C","CA","O",1821,"372b"
50470,"CDI",15466,"59","ct_9","tr_1","C","GZ","O",1847,"643a"
50471,"CDI",102333,"80","ct_8","tr_5","P","PZ","O",2315,"341b"
50479,"CDI",24406,"59","ct_9","tr_6","C","HZ","O",1797,"486d"
50484,"CDI",7955,"14","ct_9","tr_2","C","GZ","O",363,"463c"
50489,"CDI",51354,"77","ct_9","tr_6","C","HZ","O",1820,"374c"
50495,"APP",15443,"59","ct_9","tr_3","C","MA","A",1518,"545c"
50505,"CDI",2316,"59","ct_9","tr_1","P","CA","O",143,"554a"
50511,"CDI",39305,"59","ct_9","tr_6","C","NZ","O",1820,"373b"
50514,"CDI",30816,"59","ct_9","tr_1","C","KZ","O",1729,"462e"
50524,"CDI",19463,"59","ct_9","tr_6","C","HZ","O",1633,"676c"
50528,"CDI",24454,"59","ct_8","tr_4","C","OZ","O",1813,"451e"
50530,"CDI",16729,"59","ct_9","tr_6","C","NZ","O",1883,"534a"
50534,"AUT",25554,"59","ct_2","tr_6","C","OZ","O",2587,"451g"
50537,"CDI",21215,"59","ct_9","tr_5","C","CG","O",1772,"543g"
50548,"CDI",2589,"89",NA,NA,"P","GZ","O",255,"553c"
50553,"CDI",17595,"59","ct_9","tr_2","C","CA","O",1884,"554a"
50561,"CDI",27866,"59","ct_9","tr_2","C","CA","O",1919,"636c"
50565,"APP",5692,"59","ct_9","tr_3","C","IZ","A",488,"561d"
50575,"CDI",28358,"76","ct_9","tr_4","C","KZ","O",1701,"467b"
50581,"CDI",29217,"59","ct_9","tr_2","C","GZ","O",1820,"374c"
50593,"CDI",15950,"59","ct_9","tr_2","C","FZ","O",1507,"681a"
50597,"CDI",17023,"59","ct_9","tr_1","C","GZ","O",1680,"543h"
50598,"CDI",25555,"92","ct_9","tr_0","C","JC","O",1758,"388a"
50603,"CDI",6172,"59","ct_9","tr_1","C","GZ","O",725,"641a"
50605,"CDI",23610,"59","ct_1","tr_4","P","OZ","O",1757,"543g"
50606,"CDD",6086,"59","ct_9","tr_5","C","NZ","O",805,"534a"
50610,"CDI",13148,"59","ct_8","tr_4","C","PZ","O",1241,"422c"
50611,"CDI",16500,"59","ct_9","tr_4","C","CH","O",1670,"477a"
50618,"CDI",25510,"59","ct_9","tr_1","C","MA","O",1756,"476a"
50624,"CDI",6463,"59","ct_9","tr_1","P","IZ","O",779,"561d"
50625,"CDI",22708,"59","ct_9","tr_6","C","FZ","O",1539,"481b"
50632,"CDI",55586,"59","ct_9","tr_1","C","GZ","O",1820,"463b"
50637,"CDI",38996,"59","ct_9","tr_5","C","GZ","O",1525,"382c"
50647,"CDI",23986,"59","ct_9","tr_3","C","CC","O",2077,"627f"
50651,"CDI",8525,"59","ct_8","tr_4","C","QB","O",716,"526a"
50656,"CDI",17878,"59","ct_3","tr_6","P","QA","O",1455,"523d"
50657,"CDI",13105,"59","ct_9","tr_5","C","NZ","O",1718,"534a"
50659,"TOA",7429,"59","ct_8","tr_5","C","NZ","O",798,"691e"
50667,"CDI",2801,"59","ct_9","tr_3","P","GZ","O",335,"551a"
50672,"CDI",33465,"59","ct_9","tr_4","C","CK","O",1777,"673c"
50674,"AUT",21634,"59","ct_2","tr_6","C","OZ","O",1820,"524c"
50676,"CDI",22118,"59","ct_9","tr_1","C","MA","O",1779,"486e"
50679,"CDI",37924,"59","ct_8","tr_3","C","QB","O",2513,"434a"
50680,"CDI",12131,"59","ct_8","tr_3","P","QB","O",1209,"526d"
50683,"CDI",37422,"59","ct_8","tr_6","C","PZ","O",1844,"342b"
50685,"CDI",8850,"59","ct_9","tr_1","C","PZ","O",875,"423b"
50694,"CDI",25523,"59","ct_9","tr_3","C","HZ","O",1820,"451a"
50697,"CDI",37671,"92","ct_9","tr_4","C","JC","O",1761,"388a"
50709,"CDI",45746,"59","ct_9","tr_4","C","JC","O",1861,"388c"
50716,"CDI",27845,"59","ct_9","tr_6","C","CL","O",1721,"623a"
50720,"CDI",19751,"59","ct_9","tr_3","C","CH","O",1649,"624f"
50722,"CDI",34618,"59","ct_8","tr_4","C","PZ","O",1820,"422b"
50728,"CDI",22234,"62","ct_9","tr_3","C","GZ","O",1820,"463e"
50737,"APP",15208,"59","ct_9","tr_6","C","GZ","A",1624,"683a"
50738,"CDI",16793,"59","ct_9","tr_3","C","QA","O",1996,"526e"
50739,"TTP",4064,"59","ct_9","tr_3","C","NZ","O",480,"676a"
50744,"TTP",6209,"59","ct_9","tr_0","C","NZ","O",349,"461b"
50754,"CDI",26854,"59","ct_9","tr_6","C","CG","O",1610,"477a"
50759,"CDI",27151,"59","ct_1","tr_4","C","OZ","O",1805,"461e"
